YearStart,YearEnd,LocationDesc,Class,Topic,Question,Data_Value,Data_Value_Alt,Low_Confidence_Limit,High_Confidence_Limit,Age group,Stratification2,ClassID
2015,2015,Arizona,Overall Health,Self-rated health (good to excellent health),"Percentage of older adults who self-reported that their health is ""good"", ""very good"", or ""excellent""",48.3,48.3,32.3,64.6,50-64 years,Native Am/Alaskan Native,C01
2015,2015,Arizona,Overall Health,Self-rated health (fair to poor health),"Percentage of older adults who self-reported that their health is ""fair"" or ""poor""",,,,,65 years or older,Native Am/Alaskan Native,C01
2015,2015,Arizona,Overall Health,Self-rated health (good to excellent health),"Percentage of older adults who self-reported that their health is ""good"", ""very good"", or ""excellent""",,,,,50-64 years,Asian/Pacific Islander,C01
2015,2018,Arizona,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,,,,,65 years or older,"Black, non-Hispanic",C06
2017,2017,Arizona,Overall Health,Self-rated health (fair to poor health),"Percentage of older adults who self-reported that their health is ""fair"" or ""poor""",20.7,20.7,19.3,22.1,65 years or older,"White, non-Hispanic",C01
2017,2017,Arizona,Overall Health,Self-rated health (fair to poor health),"Percentage of older adults who self-reported that their health is ""fair"" or ""poor""",43,43,33.9,52.6,50-64 years,Native Am/Alaskan Native,C01
2015,2015,Arizona,Overall Health,Self-rated health (fair to poor health),"Percentage of older adults who self-reported that their health is ""fair"" or ""poor""",,,,,50-64 years,Asian/Pacific Islander,C01
2015,2015,Arizona,Overall Health,Self-rated health (fair to poor health),"Percentage of older adults who self-reported that their health is ""fair"" or ""poor""",,,,,Overall,Asian/Pacific Islander,C01
2015,2018,Arizona,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,,,,,Overall,Asian/Pacific Islander,C06
2015,2018,Arizona,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,21.1,21.1,14.4,29.8,65 years or older,Male,C06
2017,2017,Arizona,Overall Health,Self-rated health (fair to poor health),"Percentage of older adults who self-reported that their health is ""fair"" or ""poor""",22.5,22.5,20.7,24.4,65 years or older,Female,C01
2015,2015,Arizona,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,,,,,Overall,Asian/Pacific Islander,C06
2015,2015,Arizona,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,30.7,30.7,23.6,38.8,Overall,Male,C06
2016,2016,Arizona,Overall Health,Self-rated health (fair to poor health),"Percentage of older adults who self-reported that their health is ""fair"" or ""poor""",23.4,23.4,20.7,26.4,65 years or older,Male,C01
2017,2017,Arizona,Mental Health,Lifetime diagnosis of depression,Percentage of older adults with a lifetime diagnosis of depression,18.8,18.8,17.9,19.8,Overall,Overall,C05
2015,2015,Arizona,Overall Health,Self-rated health (fair to poor health),"Percentage of older adults who self-reported that their health is ""fair"" or ""poor""",19.8,19.8,17.8,21.8,65 years or older,"White, non-Hispanic",C01
2017,2017,Arizona,Overall Health,Self-rated health (good to excellent health),"Percentage of older adults who self-reported that their health is ""good"", ""very good"", or ""excellent""",74.1,74.1,71.5,76.6,50-64 years,Male,C01
2016,2016,Arizona,Overall Health,Self-rated health (fair to poor health),"Percentage of older adults who self-reported that their health is ""fair"" or ""poor""",39.1,39.1,29.2,50,Overall,Native Am/Alaskan Native,C01
2015,2015,Arizona,Overall Health,Self-rated health (fair to poor health),"Percentage of older adults who self-reported that their health is ""fair"" or ""poor""",36.3,36.3,24.6,49.9,Overall,"Black, non-Hispanic",C01
2017,2017,Arizona,Screenings and Vaccines,High blood pressure ever,Percentage of older adults who have ever been told by a health professional that they have high blood pressure,40.7,40.7,38.9,42.5,50-64 years,Overall,C03
2015,2018,Arizona,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,,,,,50-64 years,Hispanic,C06
2016,2016,Arizona,Overall Health,Self-rated health (fair to poor health),"Percentage of older adults who self-reported that their health is ""fair"" or ""poor""",23,23,20.8,25.3,65 years or older,Female,C01
2015,2018,Arizona,Cognitive Decline,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,12.6,12.6,11,14.4,65 years or older,"White, non-Hispanic",C06
2015,2018,Arizona,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,,,,,Overall,"Black, non-Hispanic",C06
2017,2017,Arizona,Overall Health,Self-rated health (fair to poor health),"Percentage of older adults who self-reported that their health is ""fair"" or ""poor""",37.4,37.4,28.6,47.1,50-64 years,"Black, non-Hispanic",C01
2016,2016,Arizona,Overall Health,Self-rated health (fair to poor health),"Percentage of older adults who self-reported that their health is ""fair"" or ""poor""",,,,,50-64 years,Asian/Pacific Islander,C01
2015,2015,Arizona,Overall Health,Self-rated health (fair to poor health),"Percentage of older adults who self-reported that their health is ""fair"" or ""poor""",38.7,38.7,32.3,45.4,50-64 years,Hispanic,C01
2015,2015,Arizona,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,,,,,50-64 years,"Black, non-Hispanic",C06
2015,2015,Arizona,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,,,,,50-64 years,Hispanic,C06
2016,2016,Arizona,Mental Health,Lifetime diagnosis of depression,Percentage of older adults with a lifetime diagnosis of depression,20.9,20.9,18.8,23.1,50-64 years,Overall,C05
2015,2018,Arizona,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,24.8,24.8,19.6,31,65 years or older,Overall,C06
2016,2016,Arizona,Overall Health,Prevalence of sufficient sleep,Percentage of older adults getting sufficient sleep (>6 hours),66.2,66.2,63.4,68.9,50-64 years,"White, non-Hispanic",C01
2015,2018,Arizona,Caregiving,Provide care for a friend or family member in past month,Percentage of older adults who provided care for a friend or family member within the past month,20.3,20.3,18,22.8,65 years or older,Overall,C07
2015,2018,Arizona,Caregiving,Expect to provide care for someone in the next two years,Percentage of older adults currently not providing care who expect to provide care for someone with health problems in the next two years,,,,,50-64 years,"Black, non-Hispanic",C07
2016,2016,Arizona,Overall Health,Prevalence of sufficient sleep,Percentage of older adults getting sufficient sleep (>6 hours),69.7,69.7,67.2,72.1,Overall,Male,C01
2015,2015,Arizona,Overall Health,Self-rated health (good to excellent health),"Percentage of older adults who self-reported that their health is ""good"", ""very good"", or ""excellent""",76.2,76.2,74.5,77.7,Overall,Overall,C01
2016,2016,Arizona,Overall Health,Self-rated health (good to excellent health),"Percentage of older adults who self-reported that their health is ""good"", ""very good"", or ""excellent""",76.8,76.8,75,78.6,65 years or older,Overall,C01
2015,2015,Arizona,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,39.4,39.4,27.9,52.2,50-64 years,Male,C06
2016,2016,Arizona,Overall Health,Self-rated health (good to excellent health),"Percentage of older adults who self-reported that their health is ""good"", ""very good"", or ""excellent""",78.3,78.3,75.8,80.7,50-64 years,"White, non-Hispanic",C01
